phrase	phrase_ipa	oronym	oronym_ipa	distance
educators scholars designers and	ɛdʒəkeɪtɝzskɑɫɝzdɪzaɪnɝzənd	educators + scholar's + designers + and	ɛdʒəkeɪtɝzskɑɫɝzdɪzaɪnɝzənd	0.0000
educators scholars designers and	ɛdʒəkeɪtɝzskɑɫɝzdɪzaɪnɝzənd	educators + scholar's + designers + und	ɛdʒəkeɪtɝzskɑɫɝzdɪzaɪnɝzənd	0.0000
educators scholars designers and	ɛdʒəkeɪtɝzskɑɫɝzdɪzaɪnɝzənd	educators + scholar's + designers' + and	ɛdʒəkeɪtɝzskɑɫɝzdɪzaɪnɝzənd	0.0000
as writer	æzɹaɪtɝ	as + reiter	æzɹaɪtɝ	0.0000
as writer	æzɹaɪtɝ	as + reitter	æzɹaɪtɝ	0.0000
as writer	æzɹaɪtɝ	as + righter	æzɹaɪtɝ	0.0000
as writer	æzɹaɪtɝ	as + riter	æzɹaɪtɝ	0.0000
Support for	səpɔɹtfɹɝ	sup + ohrt + for	səpɔɹtfɹɝ	0.0000
Support for	səpɔɹtfɹɝ	sup + ort + for	səpɔɹtfɹɝ	0.0000
and the founder	əndðəfaʊndɝ	und + the + founder	əndðəfaʊndɝ	0.0000
and the founder	əndðəfaʊndɝ	and + the + finder	əndðəfaɪndɝ	0.0333
and the founder	əndðəfaʊndɝ	and + the + bounder	əndðəbaʊndɝ	0.0750
birth The chapters were	bɝθðətʃæptɝzwɝ	birth + the + chapters + we're	bɝθðətʃæptɝzwɝ	0.0000
birth The chapters were	bɝθðətʃæptɝzwɝ	berth + the + chapters + we're	bɝθðətʃæptɝzwɝ	0.0000
birth The chapters were	bɝθðətʃæptɝzwɝ	berth + the + chapters + were	bɝθðətʃæptɝzwɝ	0.0000
birth The chapters were	bɝθðətʃæptɝzwɝ	birth + the + chapter + swor	bɝθðətʃæptɝswɝ	0.0256
CUTS Travel CUTS is	kətstɹævəɫkətsɪz	kutz + travel + cutts + is	kətstɹævəɫkətsɪz	0.0000
CUTS Travel CUTS is	kətstɹævəɫkətsɪz	kutz + travel + cut + says	kətstɹævəɫkətsɪz	0.0000
CUTS Travel CUTS is	kətstɹævəɫkətsɪz	cuts + travel + cut + says	kətstɹævəɫkətsɪz	0.0000
CUTS Travel CUTS is	kətstɹævəɫkətsɪz	kutz + travel + kut + says	kətstɹævəɫkətsɪz	0.0000
He died in	hidaɪdɪn	heed + i'd + in	hidaɪdɪn	0.0000
He died in	hidaɪdɪn	heed + i'd + in.	hidaɪdɪn	0.0000
He died in	hidaɪdɪn	heed + i'd + inn	hidaɪdɪn	0.0000
He died in	hidaɪdɪn	hee + di + din	hidaɪdɪn	0.0000
He died in	hidaɪdɪn	hee + di + dinh	hidaɪdɪn	0.0000
phoneme inventory pronouns tonal	foʊnimɪnvəntɔɹipɹoʊnaʊnztoʊnəɫ	phoneme + inventory + pronouns + conal	foʊnimɪnvəntɔɹipɹoʊnaʊnzkoʊnəɫ	0.0115
phoneme inventory pronouns tonal	foʊnimɪnvəntɔɹipɹoʊnaʊnztoʊnəɫ	phoneme + inventory + pronouns + kozel	foʊnimɪnvəntɔɹipɹoʊnaʊnzkoʊzəɫ	0.0230
phoneme inventory pronouns tonal	foʊnimɪnvəntɔɹipɹoʊnaʊnztoʊnəɫ	phoneme + inventory + pronouns + kozol	foʊnimɪnvəntɔɹipɹoʊnaʊnzkoʊzəɫ	0.0230
phoneme inventory pronouns tonal	foʊnimɪnvəntɔɹipɹoʊnaʊnztoʊnəɫ	phoneme + inventory + pronoun + stoessel	foʊnimɪnvəntɔɹipɹoʊnaʊnstoʊsəɫ	0.0345
when his	hwɛnhɪz	when + he's	hwɛnhiz	0.0357
when his	hwɛnhɪz	when + hees	hwɛnhiz	0.0357
when his	hwɛnhɪz	when + heese	hwɛnhiz	0.0357
when his	hwɛnhɪz	schwenn + his	ʃwɛnhɪz	0.0476
published an influential	pəbɫɪʃtænɪnfɫuɛnʃəɫ	published + ane + influential	pəbɫɪʃtænɪnfɫuɛnʃəɫ	0.0000
published an influential	pəbɫɪʃtænɪnfɫuɛnʃəɫ	published + ann + influential	pəbɫɪʃtænɪnfɫuɛnʃəɫ	0.0000
published an influential	pəbɫɪʃtænɪnfɫuɛnʃəɫ	publish + tan + influential	pəbɫɪʃtænɪnfɫuɛnʃəɫ	0.0000
published an influential	pəbɫɪʃtænɪnfɫuɛnʃəɫ	published + ahn + influential	pəbɫɪʃtænɪnfɫuɛnʃəɫ	0.0000
published an influential	pəbɫɪʃtænɪnfɫuɛnʃəɫ	published + anne + influential	pəbɫɪʃtænɪnfɫuɛnʃəɫ	0.0000
and deep red	ənddipɹɛd	and + diep + reade	ənddipɹɛd	0.0000
and deep red	ənddipɹɛd	and + diep + red	ənddipɹɛd	0.0000
and deep red	ənddipɹɛd	and + diep + redd	ənddipɹɛd	0.0000
and deep red	ənddipɹɛd	and + deep + reade	ənddipɹɛd	0.0000
former flour mill	fɔɹmɝfɫaʊɹmɪɫ	former + flour + mil	fɔɹmɝfɫaʊɹmɪɫ	0.0000
former flour mill	fɔɹmɝfɫaʊɹmɪɫ	former + flour + mille	fɔɹmɝfɫaʊɹmɪɫ	0.0000
former flour mill	fɔɹmɝfɫaʊɹmɪɫ	faure + murr + flour + mil	fɔɹmɝfɫaʊɹmɪɫ	0.0000
former flour mill	fɔɹmɝfɫaʊɹmɪɫ	faure + murr + flour + mill	fɔɹmɝfɫaʊɹmɪɫ	0.0000
and typically grows to	əndtɪpɪkɫiɡɹoʊztu	and + typically + grows + tew	əndtɪpɪkɫiɡɹoʊztu	0.0000
and typically grows to	əndtɪpɪkɫiɡɹoʊztu	and + typically + grows + thuy	əndtɪpɪkɫiɡɹoʊztu	0.0000
and typically grows to	əndtɪpɪkɫiɡɹoʊztu	and + typically + grows + too	əndtɪpɪkɫiɡɹoʊztu	0.0000
and typically grows to	əndtɪpɪkɫiɡɹoʊztu	and + typically + grows + tu	əndtɪpɪkɫiɡɹoʊztu	0.0000
the aesthetics of protest	ðəɛsθɛtɪksəvpɹoʊtɛst	the + esthetics + of + protest	ðəɛsθɛtɪksəvpɹoʊtɛst	0.0000
the aesthetics of protest	ðəɛsθɛtɪksəvpɹoʊtɛst	the + esthetics + of + grotesque	ðəɛsθɛtɪksəvɡɹoʊtɛsk	0.0542
Ireland The League	aɪɹɫəndðəɫiɡ	eir + lunde + the + league	aɪɹɫəndðəɫiɡ	0.0000
Ireland The League	aɪɹɫəndðəɫiɡ	ire + lund + the + league	aɪɹɫəndðəɫiɡ	0.0000
Ireland The League	aɪɹɫəndðəɫiɡ	eir + lund + the + league	aɪɹɫəndðəɫiɡ	0.0000
based editor	beɪstɛdɪtɝ	baste + editor	beɪstɛdɪtɝ	0.0000
based editor	beɪstɛdɪtɝ	baste + auditor	beɪstɔdɪtɝ	0.0600
based editor	beɪstɛdɪtɝ	baste + ediger	beɪstɛdɪɡɝ	0.0667
Authority Ghana	əθɔɹətiɡænə	uthe + ora + tee + ghana	əθɔɹətiɡænə	0.0000
Authority Ghana	əθɔɹətiɡænə	uthe + ora + teig + ana	əθɔɹətiɡænə	0.0000
Authority Ghana	əθɔɹətiɡænə	uthe + ora + teig + anna	əθɔɹətiɡænə	0.0000
Authority Ghana	əθɔɹətiɡænə	uthe + ora + t. + ghana	əθɔɹətiɡænə	0.0000
chosen because	tʃoʊzənbɪkəz	chosun + because	tʃoʊzənbɪkəz	0.0000
chosen because	tʃoʊzənbɪkəz	chosen + bui + 'cause	tʃoʊzənbɪkəz	0.0000
chosen because	tʃoʊzənbɪkəz	chosun + bui + 'cause	tʃoʊzənbɪkəz	0.0000
chosen because	tʃoʊzənbɪkəz	chose + 'n + because	tʃoʊzənbɪkəz	0.0000
as did Harvard	æzdɪdhɑɹvɝd	as + did + harford	æzdɪdhɑɹfɝd	0.0227
as did Harvard	æzdɪdhɑɹvɝd	as + did + harbored	æzdɪdhɑɹbɝd	0.0455
as did Harvard	æzdɪdhɑɹvɝd	anted + harvard	æntɪdhɑɹvɝd	0.0606
as did Harvard	æzdɪdhɑɹvɝd	ended + harvard	ɛndɪdhɑɹvɝd	0.0667
Show and Honest Love	ʃoʊəndɑnəstɫəv	chau + and + honest + love	ʃoʊəndɑnəstɫəv	0.0000
Show and Honest Love	ʃoʊəndɑnəstɫəv	chau + und + honest + love	ʃoʊəndɑnəstɫəv	0.0000
Show and Honest Love	ʃoʊəndɑnəstɫəv	schau + and + honest + love	ʃoʊəndɑnəstɫəv	0.0000
Terminology Standards	tɝmɪnɑɫədʒistændɝdz	terminology + standard's	tɝmɪnɑɫədʒistændɝdz	0.0000
Terminology Standards	tɝmɪnɑɫədʒistændɝdz	termine + alla + je + standard's	tɝmɪnɑɫədʒistændɝdz	0.0000
Terminology Standards	tɝmɪnɑɫədʒistændɝdz	termine + alla + je + standards	tɝmɪnɑɫədʒistændɝdz	0.0000
Terminology Standards	tɝmɪnɑɫədʒistændɝdz	termine + alla + jee + standard's	tɝmɪnɑɫədʒistændɝdz	0.0000
football analysis but had	fʊtbɔɫənæɫɪsɪsbəthæd	football + analysis + but + hadd	fʊtbɔɫənæɫɪsɪsbəthæd	0.0000
football analysis but had	fʊtbɔɫənæɫɪsɪsbəthæd	football + analysis + butt + had	fʊtbɔɫənæɫɪsɪsbəthæd	0.0000
football analysis but had	fʊtbɔɫənæɫɪsɪsbəthæd	football + analysis + butt + hadd	fʊtbɔɫənæɫɪsɪsbəthæd	0.0000
football analysis but had	fʊtbɔɫənæɫɪsɪsbəthæd	football + analysis + butthead	fʊtbɔɫənæɫɪsɪsbəthɛd	0.0200
songs recorded by	sɔŋzɹəkɔɹdɪdbaɪ	song's + recorded + bae	sɔŋzɹəkɔɹdɪdbaɪ	0.0000
songs recorded by	sɔŋzɹəkɔɹdɪdbaɪ	song's + recorded + bi	sɔŋzɹəkɔɹdɪdbaɪ	0.0000
songs recorded by	sɔŋzɹəkɔɹdɪdbaɪ	song's + recorded + buy	sɔŋzɹəkɔɹdɪdbaɪ	0.0000
songs recorded by	sɔŋzɹəkɔɹdɪdbaɪ	song's + recorded + by	sɔŋzɹəkɔɹdɪdbaɪ	0.0000
songs recorded by	sɔŋzɹəkɔɹdɪdbaɪ	song's + recorded + bye	sɔŋzɹəkɔɹdɪdbaɪ	0.0000
on her debut	ɔnhɝdeɪbju	aune + her + debut	ɔnhɝdeɪbju	0.0000
on her debut	ɔnhɝdeɪbju	aune + hur + debut	ɔnhɝdeɪbju	0.0000
John Noble Barlow	dʒɑnnoʊbəɫbɑɹɫoʊ	jon + knoble + barlow	dʒɑnnoʊbəɫbɑɹɫoʊ	0.0000
John Noble Barlow	dʒɑnnoʊbəɫbɑɹɫoʊ	jon + knoble + barlowe	dʒɑnnoʊbəɫbɑɹɫoʊ	0.0000
John Noble Barlow	dʒɑnnoʊbəɫbɑɹɫoʊ	jon + knobel + barlow	dʒɑnnoʊbəɫbɑɹɫoʊ	0.0000
John Noble Barlow	dʒɑnnoʊbəɫbɑɹɫoʊ	jon + knobel + barlowe	dʒɑnnoʊbəɫbɑɹɫoʊ	0.0000
John Noble Barlow	dʒɑnnoʊbəɫbɑɹɫoʊ	jon + noble + barlow	dʒɑnnoʊbəɫbɑɹɫoʊ	0.0000
Development Establishment	dɪvɛɫəpməntɪstæbɫɪʃmənt	develop + mundt + establishment	dɪvɛɫəpməntɪstæbɫɪʃmənt	0.0000
Development Establishment	dɪvɛɫəpməntɪstæbɫɪʃmənt	development + establish + mundt	dɪvɛɫəpməntɪstæbɫɪʃmənt	0.0000
Development Establishment	dɪvɛɫəpməntɪstæbɫɪʃmənt	development + establish + munt	dɪvɛɫəpməntɪstæbɫɪʃmənt	0.0000
Development Establishment	dɪvɛɫəpməntɪstæbɫɪʃmənt	develop + munt + establishment	dɪvɛɫəpməntɪstæbɫɪʃmənt	0.0000
under Philip	əndɝfɪɫɪp	under + filip	əndɝfɪɫɪp	0.0000
under Philip	əndɝfɪɫɪp	under + philipp	əndɝfɪɫɪp	0.0000
under Philip	əndɝfɪɫɪp	under + phillip	əndɝfɪɫɪp	0.0000
under Philip	əndɝfɪɫɪp	under + phillipp	əndɝfɪɫɪp	0.0000
the Top Ten	ðətɔptɛn	the + top + tenn	ðətɔptɛn	0.0000
the Top Ten	ðətɔptɛn	the + kaup + ten	ðəkɔptɛn	0.0417
the Top Ten	ðətɔptɛn	the + kaup + tenn	ðəkɔptɛn	0.0417
the Top Ten	ðətɔptɛn	the + kaupp + ten	ðəkɔptɛn	0.0417
sports provision in the	spɔɹtspɹəvɪʒənɪnðə	sports + provision + inn + the	spɔɹtspɹəvɪʒənɪnðə	0.0000
sports provision in the	spɔɹtspɹəvɪʒənɪnðə	sport's + provision + in. + the	spɔɹtspɹəvɪʒənɪnðə	0.0000
sports provision in the	spɔɹtspɹəvɪʒənɪnðə	sports' + provision + in + the	spɔɹtspɹəvɪʒənɪnðə	0.0000
sports provision in the	spɔɹtspɹəvɪʒənɪnðə	sport's + provision + in + the	spɔɹtspɹəvɪʒənɪnðə	0.0000
which ruled	hwɪtʃɹuɫd	switch + ruled	swɪtʃɹuɫd	0.0417
which ruled	hwɪtʃɹuɫd	which + rule's	hwɪtʃɹuɫz	0.0417
which ruled	hwɪtʃɹuɫd	swiech + ruled	switʃɹuɫd	0.0729
which ruled	hwɪtʃɹuɫd	which + reeled	hwɪtʃɹiɫd	0.0750
Testament in their	tɛstəməntɪnðɛɹ	testament + inn + their	tɛstəməntɪnðɛɹ	0.0000
Testament in their	tɛstəməntɪnðɛɹ	testament + inn + there	tɛstəməntɪnðɛɹ	0.0000
Testament in their	tɛstəməntɪnðɛɹ	testament + inn + they're	tɛstəməntɪnðɛɹ	0.0000
Testament in their	tɛstəməntɪnðɛɹ	testament + in + there	tɛstəməntɪnðɛɹ	0.0000
Council as an	kaʊnsəɫæzæn	council + as + ahn	kaʊnsəɫæzæn	0.0000
Council as an	kaʊnsəɫæzæn	council + as + ane	kaʊnsəɫæzæn	0.0000
Council as an	kaʊnsəɫæzæn	council + as + ann	kaʊnsəɫæzæn	0.0000
Council as an	kaʊnsəɫæzæn	council + as + anne	kaʊnsəɫæzæn	0.0000
State Route	steɪtɹaʊt	stay + trout	steɪtɹaʊt	0.0000
State Route	steɪtɹaʊt	stay + troutt	steɪtɹaʊt	0.0000
State Route	steɪtɹaʊt	state + raut	steɪtɹaʊt	0.0000
State Route	steɪtɹaʊt	state + rout	steɪtɹaʊt	0.0000
In Chang was	ɪntʃæŋwɑz	in. + chang + waas	ɪntʃæŋwɑz	0.0000
In Chang was	ɪntʃæŋwɑz	in. + chang + wah's	ɪntʃæŋwɑz	0.0000
In Chang was	ɪntʃæŋwɑz	in. + chang + was	ɪntʃæŋwɑz	0.0000
In Chang was	ɪntʃæŋwɑz	in + chang + waas	ɪntʃæŋwɑz	0.0000
In Chang was	ɪntʃæŋwɑz	in + chang + wah's	ɪntʃæŋwɑz	0.0000
the Swedish	ðəswidɪʃ	thus + weed + isch	ðəswidɪʃ	0.0000
the Swedish	ðəswidɪʃ	thus + weed + ish	ðəswidɪʃ	0.0000
the Swedish	ðəswidɪʃ	the + swede + isch	ðəswidɪʃ	0.0000
the Swedish	ðəswidɪʃ	the + swede + ish	ðəswidɪʃ	0.0000
was first broadcast on	wɑzfɝstbɹɔdkæstɔn	was + furst + broadcast + aune	wɑzfɝstbɹɔdkæstɔn	0.0000
was first broadcast on	wɑzfɝstbɹɔdkæstɔn	was + furst + broadcast + on	wɑzfɝstbɹɔdkæstɔn	0.0000
was first broadcast on	wɑzfɝstbɹɔdkæstɔn	was + first + broadcast + aune	wɑzfɝstbɹɔdkæstɔn	0.0000
was first broadcast on	wɑzfɝstbɹɔdkæstɔn	was + furst + broad + pastore	wɑzfɝstbɹɔdpæstɔɹ	0.0490
Johns Show also	dʒɑnzʃoʊɔɫsoʊ	jahns + show + also	dʒɑnzʃoʊɔɫsoʊ	0.0000
Johns Show also	dʒɑnzʃoʊɔɫsoʊ	john's + schau + also	dʒɑnzʃoʊɔɫsoʊ	0.0000
Johns Show also	dʒɑnzʃoʊɔɫsoʊ	john's + show + also	dʒɑnzʃoʊɔɫsoʊ	0.0000
Johns Show also	dʒɑnzʃoʊɔɫsoʊ	jon's + chau + also	dʒɑnzʃoʊɔɫsoʊ	0.0000
Johns Show also	dʒɑnzʃoʊɔɫsoʊ	jahns + chau + also	dʒɑnzʃoʊɔɫsoʊ	0.0000
its chapter	ɪtstʃæptɝ	it's + chapter	ɪtstʃæptɝ	0.0000
its chapter	ɪtstʃæptɝ	its + chap + ter	ɪtstʃæptɝ	0.0000
its chapter	ɪtstʃæptɝ	it's + chapp + ter	ɪtstʃæptɝ	0.0000
its chapter	ɪtstʃæptɝ	its + chapp + ter	ɪtstʃæptɝ	0.0000
show was	ʃoʊwɑz	chau + waas	ʃoʊwɑz	0.0000
show was	ʃoʊwɑz	chau + wah's	ʃoʊwɑz	0.0000
show was	ʃoʊwɑz	chau + was	ʃoʊwɑz	0.0000
show was	ʃoʊwɑz	show + waas	ʃoʊwɑz	0.0000
show was	ʃoʊwɑz	show + wah's	ʃoʊwɑz	0.0000
write her material Her	ɹaɪthɝmətɪɹiəɫhɝ	rite + hur + material + her	ɹaɪthɝmətɪɹiəɫhɝ	0.0000
write her material Her	ɹaɪthɝmətɪɹiəɫhɝ	rite + hur + material + hur	ɹaɪthɝmətɪɹiəɫhɝ	0.0000
write her material Her	ɹaɪthɝmətɪɹiəɫhɝ	rite + hermit + erie + ulcer	ɹaɪthɝmətɪɹiəɫsɝ	0.0222
write her material Her	ɹaɪthɝmətɪɹiəɫhɝ	rite + hermit + eary + ulcer	ɹaɪthɝmətɪɹiəɫsɝ	0.0222
camp remained in	kæmpɹɪmeɪndɪn	camp + remained + in.	kæmpɹɪmeɪndɪn	0.0000
camp remained in	kæmpɹɪmeɪndɪn	camp + remained + inn	kæmpɹɪmeɪndɪn	0.0000
camp remained in	kæmpɹɪmeɪndɪn	camp + remain + din	kæmpɹɪmeɪndɪn	0.0000
camp remained in	kæmpɹɪmeɪndɪn	camp + remain + dinh	kæmpɹɪmeɪndɪn	0.0000
renamed her Union She	ɹineɪmdhɝjunjənʃi	renamed + hur + union + she	ɹineɪmdhɝjunjənʃi	0.0000
renamed her Union She	ɹineɪmdhɝjunjənʃi	renamed + hur + union + shi	ɹineɪmdhɝjunjənʃi	0.0000
renamed her Union She	ɹineɪmdhɝjunjənʃi	renamed + hur + union + shieh	ɹineɪmdhɝjunjənʃi	0.0000
renamed her Union She	ɹineɪmdhɝjunjənʃi	renamed + hur + union + shih	ɹineɪmdhɝjunjənʃi	0.0000
renamed her Union She	ɹineɪmdhɝjunjənʃi	renamed + hur + union + sze	ɹineɪmdhɝjunjənʃi	0.0000
Zealand and have	ziɫəndəndhæv	ze + lunde + und + halve	ziɫəndəndhæv	0.0000
Zealand and have	ziɫəndəndhæv	ze + lunde + und + have	ziɫəndəndhæv	0.0000
Zealand and have	ziɫəndəndhæv	ze + lund + und + halve	ziɫəndəndhæv	0.0000
Zealand and have	ziɫəndəndhæv	ze + lund + und + have	ziɫəndəndhæv	0.0000
Zealand and have	ziɫəndəndhæv	ze + lund + and + halve	ziɫəndəndhæv	0.0000
after winning the second	æftɝwɪnɪŋðəsɛkənd	after + winning + the + reckoned	æftɝwɪnɪŋðəɹɛkənd	0.0392
after winning the second	æftɝwɪnɪŋðəsɛkənd	after + winning + the + heckled	æftɝwɪnɪŋðəhɛkəɫd	0.0490
Northern Ireland	nɔɹðɝnaɪɹɫənd	northern + eir + lund	nɔɹðɝnaɪɹɫənd	0.0000
Northern Ireland	nɔɹðɝnaɪɹɫənd	northern + eir + lunde	nɔɹðɝnaɪɹɫənd	0.0000
Northern Ireland	nɔɹðɝnaɪɹɫənd	northern + ire + lund	nɔɹðɝnaɪɹɫənd	0.0000
Northern Ireland	nɔɹðɝnaɪɹɫənd	northern + ire + lunde	nɔɹðɝnaɪɹɫənd	0.0000
previous works in	pɹiviəswɝksɪn	previous + werk + sin	pɹiviəswɝksɪn	0.0000
previous works in	pɹiviəswɝksɪn	previous + werk + sinn	pɹiviəswɝksɪn	0.0000
previous works in	pɹiviəswɝksɪn	previous + werk + syn	pɹiviəswɝksɪn	0.0000
previous works in	pɹiviəswɝksɪn	previous + werke + sin	pɹiviəswɝksɪn	0.0000
previous works in	pɹiviəswɝksɪn	previous + werke + sinn	pɹiviəswɝksɪn	0.0000
Caribbean International cruise	kɛɹɪbiənɪntɝnæʃənəɫkɹuz	caribbean + internatonal + crew's	kɛɹɪbiənɪntɝnæʃənəɫkɹuz	0.0000
Caribbean International cruise	kɛɹɪbiənɪntɝnæʃənəɫkɹuz	caribbean + internatonal + crewes	kɛɹɪbiənɪntɝnæʃənəɫkɹuz	0.0000
Caribbean International cruise	kɛɹɪbiənɪntɝnæʃənəɫkɹuz	caribbean + internatonal + crews	kɛɹɪbiənɪntɝnæʃənəɫkɹuz	0.0000
Caribbean International cruise	kɛɹɪbiənɪntɝnæʃənəɫkɹuz	caribbean + internatonal + cruise	kɛɹɪbiənɪntɝnæʃənəɫkɹuz	0.0000
Caribbean International cruise	kɛɹɪbiənɪntɝnæʃənəɫkɹuz	caribbean + internatonal + cruse	kɛɹɪbiənɪntɝnæʃənəɫkɹuz	0.0000
and Warren are	əndwɔɹənɑɹ	und + warren + ahr	əndwɔɹənɑɹ	0.0000
and Warren are	əndwɔɹənɑɹ	und + warren + ar	əndwɔɹənɑɹ	0.0000
and Warren are	əndwɔɹənɑɹ	und + warren + are	əndwɔɹənɑɹ	0.0000
and Warren are	əndwɔɹənɑɹ	und + warren + r	əndwɔɹənɑɹ	0.0000
and Warren are	əndwɔɹənɑɹ	und + warren + r.	əndwɔɹənɑɹ	0.0000
Kent He was also	kɛnthiwɑzɔɫsoʊ	kent + hee + was + also	kɛnthiwɑzɔɫsoʊ	0.0000
Kent He was also	kɛnthiwɑzɔɫsoʊ	kent + hee + wah's + also	kɛnthiwɑzɔɫsoʊ	0.0000
Kent He was also	kɛnthiwɑzɔɫsoʊ	kent + he + waas + also	kɛnthiwɑzɔɫsoʊ	0.0000
Kent He was also	kɛnthiwɑzɔɫsoʊ	kent + hee + waas + also	kɛnthiwɑzɔɫsoʊ	0.0000
the Fourth	ðəfɔɹθ	the + forth	ðəfɔɹθ	0.0000
the Fourth	ðəfɔɹθ	the + force	ðəfɔɹs	0.0556
the Fourth	ðəfɔɹθ	the + forse	ðəfɔɹs	0.0556
List of the	ɫɪstəvðə	liszt + of + the	ɫɪstəvðə	0.0000
List of the	ɫɪstəvðə	lis + tough + the	ɫɪstəfðə	0.0312
List of the	ɫɪstəvðə	lis + tuff + the	ɫɪstəfðə	0.0312
been enclosed	bənɪnkɫoʊzd	bun + enclosed	bənɪnkɫoʊzd	0.0000
been enclosed	bənɪnkɫoʊzd	bunn + enclosed	bənɪnkɫoʊzd	0.0000
been enclosed	bənɪnkɫoʊzd	bun + inn + closed	bənɪnkɫoʊzd	0.0000
been enclosed	bənɪnkɫoʊzd	been + inn + closed	bənɪnkɫoʊzd	0.0000
large oak trees stand	ɫɑɹdʒoʊktɹizstænd	lar + joke + trease + stand	ɫɑɹdʒoʊktɹizstænd	0.0000
large oak trees stand	ɫɑɹdʒoʊktɹizstænd	lar + joke + treese + stand	ɫɑɹdʒoʊktɹizstænd	0.0000
large oak trees stand	ɫɑɹdʒoʊktɹizstænd	lar + joked + rees + stand	ɫɑɹdʒoʊktɹizstænd	0.0000
large oak trees stand	ɫɑɹdʒoʊktɹizstænd	lar + joked + reis + stand	ɫɑɹdʒoʊktɹizstænd	0.0000
large oak trees stand	ɫɑɹdʒoʊktɹizstænd	lar + joked + reas + stand	ɫɑɹdʒoʊktɹizstænd	0.0000
towns The	taʊnzðə	town's + the	taʊnzðə	0.0000
towns The	taʊnzðə	townes + the	taʊnzðə	0.0000
camp was British Army	kæmpwɑzbɹɪtɪʃɑɹmi	camp + wah's + british + armey	kæmpwɑzbɹɪtɪʃɑɹmi	0.0000
camp was British Army	kæmpwɑzbɹɪtɪʃɑɹmi	camp + wah's + british + army	kæmpwɑzbɹɪtɪʃɑɹmi	0.0000
camp was British Army	kæmpwɑzbɹɪtɪʃɑɹmi	camp + was + british + armey	kæmpwɑzbɹɪtɪʃɑɹmi	0.0000
camp was British Army	kæmpwɑzbɹɪtɪʃɑɹmi	camp + waas + british + armey	kæmpwɑzbɹɪtɪʃɑɹmi	0.0000
Junker in the	dʒəŋkɝɪnðə	junker + inn + the	dʒəŋkɝɪnðə	0.0000
Junker in the	dʒəŋkɝɪnðə	junker + in. + the	dʒəŋkɝɪnðə	0.0000
Junker in the	dʒəŋkɝɪnðə	junge + kerr + inn + the	dʒəŋkɝɪnðə	0.0000
Junker in the	dʒəŋkɝɪnðə	junge + cur + in. + the	dʒəŋkɝɪnðə	0.0000
India first	ɪndiəfɝst	india + furst	ɪndiəfɝst	0.0000
camp during	kæmpdjʊɹɪŋ	kamp + during	kæmpdjʊɹɪŋ	0.0000
camp during	kæmpdjʊɹɪŋ	kampe + during	kæmpdjʊɹɪŋ	0.0000
camp during	kæmpdjʊɹɪŋ	camp + curing	kæmpkjʊɹɪŋ	0.0667
camp during	kæmpdjʊɹɪŋ	camp + buehring	kæmpbjuɹɪŋ	0.0750
and maintenance since March	əndmeɪntnənssɪnsmɑɹtʃ	and + maintenance + since + bartsch	əndmeɪntnənssɪnsbɑɹtʃ	0.0167
and maintenance since March	əndmeɪntnənssɪnsmɑɹtʃ	and + maintenance + syn + smart	əndmeɪntnənssɪnsmɑɹt	0.0333
and maintenance since March	əndmeɪntnənssɪnsmɑɹtʃ	and + maintenance + syn + smartt	əndmeɪntnənssɪnsmɑɹt	0.0333
and maintenance since March	əndmeɪntnənssɪnsmɑɹtʃ	and + maintenance + sinn + smart	əndmeɪntnənssɪnsmɑɹt	0.0333
organization hosted by	ɔɹɡənəzeɪʃənhoʊstɪdbaɪ	organization + ho + stidd + bae	ɔɹɡənəzeɪʃənhoʊstɪdbaɪ	0.0000
organization hosted by	ɔɹɡənəzeɪʃənhoʊstɪdbaɪ	organization + ho + stidd + bi	ɔɹɡənəzeɪʃənhoʊstɪdbaɪ	0.0000
organization hosted by	ɔɹɡənəzeɪʃənhoʊstɪdbaɪ	organization + ho + stidd + buy	ɔɹɡənəzeɪʃənhoʊstɪdbaɪ	0.0000
organization hosted by	ɔɹɡənəzeɪʃənhoʊstɪdbaɪ	organization + ho + stidd + by	ɔɹɡənəzeɪʃənhoʊstɪdbaɪ	0.0000
organization hosted by	ɔɹɡənəzeɪʃənhoʊstɪdbaɪ	organization + ho + stidd + bye	ɔɹɡənəzeɪʃənhoʊstɪdbaɪ	0.0000
High is located in	haɪɪzɫoʊkeɪtədɪn	hi + is + locate + adin	haɪɪzɫoʊkeɪtədɪn	0.0000
High is located in	haɪɪzɫoʊkeɪtədɪn	hi + is + locate + uddin	haɪɪzɫoʊkeɪtədɪn	0.0000
High is located in	haɪɪzɫoʊkeɪtədɪn	hi + is + located + in	haɪɪzɫoʊkeɪtədɪn	0.0000
High is located in	haɪɪzɫoʊkeɪtədɪn	hi + is + located + in.	haɪɪzɫoʊkeɪtədɪn	0.0000
High is located in	haɪɪzɫoʊkeɪtədɪn	hi + is + located + inn	haɪɪzɫoʊkeɪtədɪn	0.0000
family The Pritzker family	fæmɫiðəpɹɪtskɝfæmɫi	pham + leitha + pritzker + family	fæmɫiðəpɹɪtskɝfæmɫi	0.0000
family The Pritzker family	fæmɫiðəpɹɪtskɝfæmɫi	family + the + pritzker + fagley	fæmɫiðəpɹɪtskɝfæɡɫi	0.0395
Championship and	tʃæmpiənʃɪpənd	championship + und	tʃæmpiənʃɪpənd	0.0000
